892,304,159,416
879,305,151,415
881,304,154,416
867,302,141,418
866,306,140,414
861,301,120,419
846,302,135,418
848,300,132,420
836,302,129,418
807,302,143,418
813,302,138,418
805,303,141,417
806,303,138,417
787,307,146,413
776,310,146,410
780,309,136,411
773,312,135,408
760,312,130,407
759,314,134,406
755,314,119,406
754,311,126,409
753,312,121,408
748,309,120,411
747,313,121,407
735,316,124,404
729,313,130,407
728,314,126,406
720,317,132,403
711,317,140,403
708,320,133,400
713,323,133,397
708,326,135,394
714,321,131,399
713,325,134,395
715,324,129,396
716,320,130,400
714,322,132,398
718,322,125,398
721,328,125,392
722,328,123,392
719,330,131,390
719,333,129,387
719,332,126,388
721,337,126,383
720,334,127,386
721,337,123,383
711,338,135,382
711,338,134,383
710,335,127,385
713,336,122,384
707,337,130,383
713,335,119,385
710,335,125,385
709,338,127,382
710,336,124,384
713,339,120,381
712,343,125,379
716,346,119,374
718,345,118,375
722,348,114,372
721,346,117,374
725,345,115,371
738,343,107,350
736,344,109,353
738,343,111,350
736,343,109,352
734,344,103,350
743,344,103,349
739,347,111,346
749,347,99,348
748,350,101,342
746,353,103,337
745,352,100,333
747,353,96,330
742,353,105,333
742,351,101,322
748,350,91,323
745,347,95,320
748,347,91,317
740,347,103,317
752,351,92,311
746,352,101,311
750,350,93,314
755,356,91,307
748,351,99,314
752,354,90,307
752,354,93,301
755,352,93,301
753,357,94,288
759,356,89,287
756,355,95,290
763,352,89,292
762,354,87,287
758,354,92,285
762,358,90,284
762,356,85,286
762,358,87,285
762,360,88,280
762,360,89,281
760,361,90,275
754,361,90,269
757,359,88,266
760,358,83,266
761,356,80,269
761,359,83,264
758,359,84,267
761,358,83,268
760,358,83,267
756,358,88,263
762,360,83,261
761,363,83,258
762,363,80,260
756,363,86,255
756,361,82,249
766,363,79,244
771,360,73,250
767,358,77,250
769,360,73,250
767,359,77,247
770,362,72,246
768,362,77,246
763,366,80,240
767,366,75,242
766,369,73,238
764,367,79,240
762,367,78,235
759,367,77,231
760,367,76,231
758,365,78,229
759,365,72,231
756,365,78,234
756,364,77,232
758,365,73,230
753,364,76,234
753,365,76,233
756,365,74,230
758,364,69,229
757,367,69,228
755,366,70,230
757,367,71,222
754,366,71,228
751,364,70,225
75,367,69,224
749,366,74,224
753,367,63,225
747,365,70,226
748,364,71,226
744,368,74,221
742,370,74,221
727,372,92,212
727,374,90,213
724,371,89,215
719,370,94,218
711,370,97,217
714,372,95,217
718,371,87,219
714,372,91,217
711,370,79,215
706,369,65,218
708,368,63,219
705,370,58,220
696,369,59,217
697,370,57,217
687,368,67,220
686,371,70,217
688,372,65,218
675,367,78,214
676,375,78,214
670,374,79,211
665,371,81,213
666,371,82,213
660,372,81,212
658,369,82,216
654,372,70,213
649,372,70,212
649,370,69,212
643,372,64,211
637,374,67,208
635,373,71,211
633,373,75,211
635,373,71,211
625,375,78,207
617,375,86,208
619,374,84,209
617,379,82,203
