518,211,39,142
508,211,49,143
498,211,59,142
489,211,66,140
488,211,68,143
488,211,67,142
489,211,61,142
487,210,51,145
488,211,43,143
483,208,35,145
469,210,46,146
468,211,48,145
451,210,67,142
448,211,68,146
448,211,66,143
446,210,68,146
445,211,62,144
442,210,62,145
442,209,48,144
435,209,43,148
434,208,43,148
423,210,49,146
416,211,56,144
414,210,59,147
409,212,64,145
412,211,57,148
413,208,55,145
409,209,46,149
402,211,45,147
401,208,45,150
394,208,47,149
389,209,51,149
374,210,62,149
370,208,67,152
367,208,71,148
368,210,68,145
367,207,60,153
365,203,61,152
360,208,60,152
357,210,57,147
352,209,57,151
351,207,59,154
349,209,64,155
350,211,60,147
349,207,59,152
351,208,55,154
352,206,51,155
350,205,58,155
349,204,54,158
349,205,57,157
348,205,57,157
347,204,52,156
346,201,53,160
343,202,58,161
343,202,55,162
341,201,56,165
341,201,56,162
339,198,60,169
341,200,57,163
341,199,55,167
341,200,57,164
347,199,55,167
345,199,65,166
347,199,67,171
352,199,68,170
354,198,66,168
351,197,67,173
352,198,67,169
354,195,68,173
355,198,64,169
374,198,54,167
377,197,52,169
382,196,48,172
384,195,58,172
386,195,60,173
388,194,68,173
385,197,71,174
389,194,69,179
391,194,65,176
398,193,60,178
403,193,57,178
411,193,51,179
414,192,53,183
418,192,55,178
420,191,67,181
424,191,76,179
422,191,79,182
430,192,74,181
435,191,68,180
435,192,70,185
433,190,72,184
445,189,62,187
449,189,55,182
448,188,63,182
453,187,63,187
453,187,70,183
455,187,67,187
455,185,70,189
456,186,66,190
457,187,63,188
457,187,65,187
458,186,61,192
456,185,64,194
458,185,65,193
457,182,64,195
459,184,66,193
457,181,71,199
459,182,67,198
458,183,69,200
460,181,67,203
460,181,69,199
461,179,67,201
464,181,65,202
464,178,61,204
458,176,64,207
444,178,80,206
440,177,78,204
436,178,83,203
431,179,85,205
429,177,84,208
430,178,87,209
429,177,81,205
425,176,82,207
417,174,77,213
410,176,73,210
409,175,69,213
408,175,69,214
403,174,72,214
398,174,77,214
395,175,74,217
396,173,71,215
392,172,70,216
391,170,66,222
387,169,65,224
382,168,68,220
376,169,71,225
354,169,87,223
348,167,87,228
342,167,92,225
341,168,88,222
338,168,89,229
341,166,86,229
335,165,84,228
338,163,75,235
325,165,80,229
316,161,83,234
312,161,91,233
310,160,89,242
309,162,88,237
308,160,88,242
310,159,85,244
315,159,82,243
315,158,82,244
316,155,80,248
317,155,78,251
317,156,80,249
314,154,88,250
313,154,88,256
312,150,87,255
312,152,85,154
312,149,86,259
314,152,87,258
313,147,88,264
315,145,85,270
312,142,91,270
311,143,95,275
313,138,91,272
310,240,97,273
309,136,100,280
313,136,96,283
311,138,97,286
315,138,97,285
317,133,95,297
321,136,93,294
333,124,100,306
334,120,106,315
332,117,101,317
335,118,103,322
335,118,102,325
